,date,text,normalized_text,clean_text
1054,2020-03-31,So I spoke to President Putin about that. I also spoke to the Crown Prince about that — Saudi Arabia.,spoke president putin also spoke crown prince saudi arabia,spoke president_putin also spoke crown prince saudi_arabia
1055,2020-03-31,"No, I think — yeah, they're going to get together and we're all going to get together, and we're going to see what we can do because you don't want to lose an industry. You're going to lose an industry over it. Thousands and thousands of jobs.",think yeah going get together going get together going see want lose industry going lose industry thousand thousand job,think yeah going get together going get together going see want lose industry going lose industry thousand thousand job
1056,2020-03-31,"We have — I don't know if you know, there's oil all over the oceans right now. The boats are all filled. The ships are — they're renting ships — ships that were dying that weren't doing well and now, like, they're — that's where they're storing oil. And they're sent out to sea and they sit there for long periods of time. There's so much oil. In some cases, it's — it's probably less valuable than water. In some parts of the world, water is much more valuable. So we've never seen anything like it.",know know oil ocean right boat filled ship renting ship ship dying well like storing oil sent sea sit long period time much oil case probably le valuable water part world water much valuable never seen anything like,know know oil ocean right boat filled ship renting ship ship dying well like storing oil sent sea sit long period time much oil case probably le valuable water part world water much valuable never seen anything like
1057,2020-03-31,"But the two countries are discussing it. And I am joining, at the appropriate time, if need be. We had a great talk with President Putin. We had a great talk with the Crown Prince. We also discussed more so with President Putin, in this case, the virus, because Russia is being hit pretty hard. And we discussed many things — trade. We discussed a lot of things with both.",two country discussing joining appropriate time need great talk president putin great talk crown prince also discussed president putin case virus russia hit pretty hard discussed many thing trade discussed lot thing,two country discussing joining appropriate time need great talk president_putin great talk crown prince also discussed president_putin case virus russia hit pretty hard discussed many thing trade discussed lot thing
1058,2020-03-31,"But in the case of both, we very much discussed the oil and the oil prices. I mean, if you look, it's $22 but it's really much cheaper than that if you want to negotiate. Nobody has seen that. That's like from the 1950s. It really is. You know, to think that it was 50, 60, 70, 80, and now it's 22. But, you know, if you put a good bid in at nine, I think you could probably get what you wanted, right?",case much discussed oil oil price mean look twenty-two really much cheaper want negotiate nobody seen like 1950s really know think fifty sixty seventy eighty twenty-two know put good bid nine think could probably get wanted right,case much discussed oil oil price mean look twenty-two really much cheaper want negotiate nobody seen like 1950s really know think fifty sixty seventy eighty twenty-two know put good bid nine think could probably get wanted right
1059,2020-03-31,"Well, the problem with that one is they had maybe shovel-ready jobs, maybe not, but they never used it for the purpose of infrastructure. So far, nobody has been able to find any money that was spent on infrastructure. I want to use it for infrastructure.",well problem one maybe shovel ready job maybe never used purpose infrastructure far nobody able find money spent infrastructure want use infrastructure,well problem one maybe shovel ready job maybe never used purpose infrastructure far nobody able find money spent infrastructure want use infrastructure
1060,2020-03-31,"And one of the reasons I'm suggesting it, John, is we're paying zero interest. The United States is paying almost zero interest rate. The Federal Reserve lowered the rate — the Fed rate. And, that, and a combination of the fact that everybody wants to be in the United States.",one reason suggesting john paying zero interest united state paying almost zero interest rate federal reserve lowered rate fed rate combination fact everybody want united state,one reason suggesting john paying zero_interest united_state paying almost zero_interest rate federal_reserve lowered rate fed rate combination fact everybody want united_state
1061,2020-03-31,"You know, we have the dollar that's very strong. And I know that sounds good, but it does make it hard to manufacture and sell outside because other currencies are falling and our currency is very strong. It's very, very strong. Proportionately, it's through the roof.",know dollar strong know sound good make hard manufacture sell outside currency falling currency strong strong proportionately roof,know dollar strong know sound good make hard manufacture sell outside currency falling currency strong strong proportionately roof
1062,2020-03-31,"So we have a strong dollar. People want to invest in the United States, especially nowadays where they're looking at safety. They have all of the problems, plus the virus at 151 countries. They all want to come into the United States.",strong dollar people want invest united state especially nowadays looking safety problem plus virus one-hundred-and-fifty-one country want come united state,strong dollar people want invest united_state especially nowadays looking safety problem plus virus one-hundred-and-fifty-one country want come united_state
1063,2020-03-31,"And so we have a zero interest rate, essentially. And I said, “Wouldn't this be a great time to borrow money at zero interest rate and really build our infrastructure like we can do it?”",zero interest rate essentially said would great time borrow money zero interest rate really build infrastructure like,zero_interest rate essentially said would great time borrow money zero_interest rate really build infrastructure like
1064,2020-03-31,"So the plan was — the Republicans had a plan of about 750. I would say they were — were at seven five, where you had the Democrats were a little less than a trillion dollars. The Republicans were a little bit less than that. And I'm suggesting $2 trillion. We redo our roads, our highways, our bridges. We fix up our tunnels which are — many of them in bad shape, like coming into New York, as you know. Really bad shape. And we really do a job on our infrastructure.",plan republican plan seven-hundred-and-fifty would say seven five democrat little le trillion dollar republican little bit le suggesting two trillion redo road highway bridge fix tunnel many bad shape like coming new york know really bad shape really job infrastructure,plan republican plan seven-hundred-and-fifty would say seven five democrat little le trillion dollar republican little_bit le suggesting two trillion redo road highway bridge fix tunnel many bad shape like coming new_york know really bad shape really job infrastructure
1065,2020-03-31,"And that doesn't mean we're going to do the Green New Deal because I won't do it. I won't approve it. We're not going to do the Green New Deal and do — spend, you know, 40 percent of the money on things that people just have fun with.",mean going green new deal approve going green new deal spend know forty percent money thing people fun,mean going green new deal approve going green new deal spend know forty_percent money thing people fun
1066,2020-03-31,"We're going to borrow the money at zero percent interest. So our interest payments would be almost zero, and we can borrow long term. People want to be in the United States. They want to be invested in the United States.",going borrow money zero percent interest interest payment would almost zero borrow long term people want united state want invested united state,going borrow money zero percent interest interest payment would almost zero borrow long term people want united_state want invested united_state
1067,2020-03-31,"Actually, just the opposite, because we're holding back — we have almost 10,000, and we're holding because we're going to need them over the next couple of weeks as the surge goes on. You see the chart. We haven't hit the top yet. And we have to be able to move them immediately. And we can't take them because it's going to be very hard to do that. We can't take them to places that aren't needing them. Plus, we have requests for ventilators in hospitals and in states and cities that don't need them, in our opinion. They don't need them. They won't need them at the top.",actually opposite holding back almost ten-thousand holding going need next couple week surge go see chart hit top yet able move immediately take going hard take place needing plus request ventilator hospital state city need opinion need need top,actually opposite holding back almost_ten-thousand holding going need next couple week surge go see chart hit top yet able move immediately take going hard take place needing plus request ventilator hospital state city need opinion need need top
1068,2020-03-31,"So we're holding it back for flexibility. We actually just took 600 and we sent them to different locations today. But we have close to 10,000. And we'll be able to get them — and we're all set to march. We have the National Guards and we have FEMA. And we're all set to move them to the places.",holding back flexibility actually took six-hundred sent different location today close ten-thousand able get set march national guard fema set move place,holding back flexibility actually took six-hundred sent different location today close ten-thousand able get set march national_guard fema set move place
1069,2020-03-31,"So, as per your second question, what we're going to do is save lives because of it. Because otherwise, we would not be able to get the ventilators. And we don't know what the hottest spot —",per second question going save life otherwise would able get ventilator know hottest spot,per second question going save life otherwise would able get ventilator know hottest spot
1070,2020-03-31,"In some areas, we might. But we've done a great job with ventilators, and we're having them made — unbelievable. We have now 11 companies making ventilators. Now, they'll be starting to arrive in the next week. But we've also grabbed a lot of them. Some hospitals had more than they were saying, or at least more than we knew about, which is a good thing, not a bad thing.",area might done great job ventilator made unbelievable eleven company making ventilator starting arrive next week also grabbed lot hospital saying least knew good thing bad thing,area might done great job ventilator made unbelievable eleven company making ventilator starting arrive next week also grabbed lot hospital saying least knew good thing bad thing
1071,2020-03-31,"But we want to be able to have — I guess the word would be “flexibility” so that if the surge turns out to be much stronger in Louisiana, which it could, that we can immediately bring 1,000 or 2,000 to Louisiana. Otherwise, we wouldn't be able to get them; we wouldn't be able to say, “Listen, Governor Cuomo in New York, we want to take ventilators away from New York,” and they'll say, “Well, we can't do that.” It would be a disaster. So we have great flexibility.",want able guess word would flexibility surge turn much stronger louisiana could immediately bring one-thousand two-thousand louisiana otherwise would able get would able say listen governor cuomo new york want take ventilator away new york say well would disaster great flexibility,want able guess word would flexibility surge turn much stronger louisiana could immediately bring one-thousand two-thousand louisiana otherwise would able get would able say listen governor_cuomo new_york want take ventilator away new_york say well would disaster great flexibility
1072,2020-03-31,"Now, when the surge occurs, if it occurs fairly evenly, we'll be able to distribute them very quickly before they need them. But we want to have — we have a reserve right now. It's like having oil reserves, except more valuable, frankly. But we have a reserve right now. And we'll be able — and we also have a great team of people ready to deliver",surge occurs occurs fairly evenly able distribute quickly need want reserve right like oil reserve except valuable frankly reserve right able also great team people ready deliver,surge occurs occurs fairly evenly able distribute quickly need want reserve right like oil reserve except valuable frankly reserve right able also great team people ready deliver
1073,2020-03-31," They can move them fast. So when we see it going up in a certain state — and Louisiana could be one, and Michigan could be another with Detroit, because Detroit is having a lot of — a lot of hard time right now. Detroit came out of nowhere. And that's what happens with this. It comes out of nowhere.",move fast see going certain state louisiana could one michigan could another detroit detroit lot lot hard time right detroit came nowhere happens come nowhere,move fast see going certain state louisiana could one michigan could another detroit detroit lot lot hard time right detroit came nowhere happens come nowhere
1074,2020-03-31,"So we are ready, Jim, depending on what happens, and we have a stockpile. And that's why it's called a stockpile. Now, a lot of the ventilators and a lot of the other equipment, rather than sending it to the stockpile, we had it sent directly to a hospital, to a location, to a place. So we didn't have the cumbersome nature of having it come in, unboxed, put in, and then delivered. We have it brought — which they've never done before",ready jim depending happens stockpile called stockpile lot ventilator lot equipment rather sending stockpile sent directly hospital location place cumbersome nature come unboxed put delivered brought never done,ready jim depending happens stockpile called stockpile lot ventilator lot equipment rather sending stockpile sent directly hospital location place cumbersome nature come unboxed put delivered brought never done
1075,2020-03-31," They don't do that. Generally speaking, they don't do that. But we've had — I think, Mike, we've had tremendous success at doing that. That's for other items, including ventilators, where it's brought to the site that needs it.",generally speaking think mike tremendous success item including ventilator brought site need,generally_speaking think mike tremendous success item including ventilator brought site need
1076,2020-03-31,"But we have a good supply of ventilators, and we're ready to go. We're all ready. We have trucks ready. We have everything ready. Because, as we're saying, John, this could be a hell of a bad two weeks. This is going to be a very bad two and maybe even three weeks. This is going to be three weeks like we haven't seen before.",good supply ventilator ready go ready truck ready everything ready saying john could hell bad two week going bad two maybe even three week going three week like seen,good supply ventilator ready go ready truck ready everything ready saying john could hell bad two week going bad two maybe even three week going three week like seen
1077,2020-03-31,Yeah. They are — they are going to be facing a war zone. That's what it is.,yeah going facing war zone,yeah going facing war zone
1078,2020-03-31,"I've heard — I've heard some of the paramedics and some of the doctors, they said they were — they've been in war zones, they've been in — they've never seen anything like this.",heard heard paramedic doctor said war zone never seen anything like,heard heard paramedic doctor said war zone never seen anything like
1079,2020-03-31,"You look at Elmhurst Hospital in Queens — I've never seen — I mean, I look — I just think it's so — because that's a hospital that's near where I grew up. And it's — it is a war zone, in a true sense.",look elmhurst hospital queen never seen mean look think hospital near grew war zone true sense,look elmhurst hospital queen never seen mean look think hospital near grew war zone true sense
1080,2020-03-31,"They shouldn't be doing that. If that happens, they should be calling us. Look, we have ventilators, but we've distributed thousands of ventilators. But they shouldn't be doing that.",happens calling look ventilator distributed thousand ventilator,happens calling look ventilator distributed thousand ventilator
1081,2020-03-31,"And if they need them that badly, we know. We have pretty good ideas of where they're going to need them. Some people, frankly, think they need them and they don't need them. I don't want to mention names, but there are some people that want them, and it's really not the right thing. Then you have some people that, I guess, automatically hoard a little bit. They want to have more than they think they need.",need badly know pretty good idea going need people frankly think need need want mention name people want really right thing people guess automatically hoard little bit want think need,need badly know pretty good idea going need people frankly think need need want mention name people want really right thing people guess automatically hoard little_bit want think need
1082,2020-03-31,"But, you know, a ventilator is a very precious piece of equipment right now. It's hard to make. It takes a long time to make it. It's complex. Some of them are like the dashboard of an airplane. I mean, they're very complicated and very expensive machines, and some are much simpler. But we're ready to go, depending on what happens.",know ventilator precious piece equipment right hard make take long time make complex like dashboard airplane mean complicated expensive machine much simpler ready go depending happens,know ventilator precious piece_equipment right hard make take long time make complex like dashboard airplane mean complicated expensive machine much simpler ready go depending happens
1083,2020-03-31,"But we have some hospitals and some states that think they need ventilators, and we don't think they do. Now, if they do need them, we will have them there before they need them. We'll be able to move very quickly.",hospital state think need ventilator think need need able move quickly,hospital state think need ventilator think need need able move quickly
1084,2020-03-31,"Nothing that I've heard. I mean, that's the first question I make every morning. I'll tell you, I call up — you know, we have 1,100 — 1,100 in New York right now. And we have other locations where they're — where patients, people are taking them.",nothing heard mean first question make every morning tell call know one-thousand-one-hundred one-thousand-one-hundred new york right location patient people taking,nothing heard mean first question make every morning tell call know one-thousand-one-hundred one-thousand-one-hundred new_york right location patient people taking
1085,2020-03-31,"Now, the good news is, it's only three days. And, you know, it's like a seven- or eight-day treatment. The good news is we haven't heard anything bad. In other words, there have been no catastrophic events.",good news three day know like seven eight day treatment good news heard anything bad word catastrophic event,good news three day know like seven eight day treatment good news heard anything bad word catastrophic event
1086,2020-03-31,"But we haven't. It's a little bit too soon to talk about it. It would be a total game changer, John, if that happened. If that happened, it would be a game changer. And we include that in that, and, I think, in all cases, the Z-Pak. You know what the Z-Pak is. So we're going to see what happens with the hydroxychloroquine.",little bit soon talk would total game changer john happened happened would game changer include think case z pak know z pak going see happens hydroxychloroquine,little_bit soon talk would total game_changer john happened happened would game_changer include think case z_pak know z_pak going see happens hydroxychloroquine
1087,2020-03-31,We're looking at a lot of them. We're looking at a lot of them. Some show promise.,looking lot looking lot show promise,looking lot looking lot show promise
1088,2020-03-31,"I think maybe the doctor might want to speak about the vaccines because a lot of — Johnson &amp; Johnson is advanced — very advanced. We'll see what happens. The one thing with the vaccine is you — it doesn't help this group, because this group, it's — you know, you need to test the vaccine.",think maybe doctor might want speak vaccine lot johnson amp johnson advanced advanced see happens one thing vaccine help group group know need test vaccine,think maybe doctor might want speak vaccine lot johnson_amp_johnson advanced advanced see happens one thing vaccine help group group know need test vaccine
1089,2020-03-31,The one thing with the drug you just mentioned — right? — is that that's been out. It's a malaria drug and also an arthritis drug. So it's been out there for a long time. A very powerful drug. But it's been out there for a long time. So it's tested in the sense that you know it doesn't kill you.,one thing drug mentioned right malaria drug also arthritis drug long time powerful drug long time tested sense know kill,one thing drug mentioned right malaria drug also arthritis drug long time powerful drug long time tested sense know kill
1090,2020-03-31,"And I have to say this: Hydroxychloroquine and azithromycin — which is, you know, you take it with it, maybe, if you want, for the infection — I think some medical workers are doing that, using it maybe or getting it prescribed perhaps as — for another use. But the word is that some are and some aren't.",say hydroxychloroquine azithromycin know take maybe want infection think medical worker using maybe getting prescribed perhaps another use word,say hydroxychloroquine azithromycin know take maybe want infection think medical worker using maybe getting prescribed perhaps another use word
1091,2020-03-31,"I mean, I think it's not a bad idea to do it, but that's up to the doctors. But there is a theory going around that in our country and some other countries, people are taking that — that work in the hospitals, that work with the patients — because there is some evidence. And, again, it's going to have to be proven. It's very early.",mean think bad idea doctor theory going around country country people taking work hospital work patient evidence going proven early,mean think bad idea doctor theory going around country country people taking work hospital work patient evidence going proven early
1092,2020-03-31,"You know, we're rushing this stuff through. This was supposed to take a long time to be approved, and I prevailed upon the FDA to get it approved immediately on the basis that it was already on the market for a lot of years for another use: malaria, mostly — and arthritis — but mostly malaria.",know rushing stuff supposed take long time approved prevailed upon fda get approved immediately basis already market lot year another use malaria mostly arthritis mostly malaria,know rushing stuff supposed take long time approved prevailed upon fda get approved immediately basis already market lot year another use malaria mostly arthritis mostly malaria
1093,2020-03-31,"So we'll see what happens. But there is a theory out there that for the medical worker, a doctor, it may work. It may work. And if you take it, it's — you know, it's been out there for a long time.",see happens theory medical worker doctor may work may work take know long time,see happens theory medical worker doctor may work may work take know long time
1094,2020-03-31,"Well, it's not empty. Let me explain something. What we're doing — and I thought I said it accurately; I certainly meant to. Rather than having it brought into the stockpile, where appropriate — other than certain things, like we have quite a few of the ventilators, which is not a lot when you look at the whole country actually. It sounds like a lot — almost 10,000.",well empty let explain something thought said accurately certainly meant rather brought stockpile appropriate certain thing like quite ventilator lot look whole country actually sound like lot almost ten-thousand,well empty let explain something thought said accurately certainly meant rather brought stockpile appropriate certain thing like quite ventilator lot look whole country actually sound like lot almost_ten-thousand
1095,2020-03-31,"But we're trying to have supply sent directly to the states because we save a big state — we save a big — we don't want medical supplies coming into warehouses all over the place and then we take them from there and bring them to another warehouse. So we're having it brought from the man- — ideally, from the manufacturer directly to the hospital or the state where it's going.",trying supply sent directly state save big state save big want medical supply coming warehouse place take bring another warehouse brought man ideally manufacturer directly hospital state going,trying supply sent directly state save big state save big want medical supply coming warehouse place take bring another warehouse brought man ideally manufacturer directly hospital state going
1096,2020-03-31,"So we're trying to keep it that way as much as possible. Now, in some cases, we are having it brought. Remember this: We also took over a virtually empty — and I say it again, just like we had no ammunition in the military, and we had virtually no ammunition. Well, we had very little in medical supplies, too, in our stockpile. So, for the most part, we're trying very hard to have it delivered to the site where they need it.",trying keep way much possible case brought remember also took virtually empty say like ammunition military virtually ammunition well little medical supply stockpile part trying hard delivered site need,trying keep way much possible case brought remember also took virtually empty say like ammunition military virtually ammunition well little medical supply stockpile part trying hard delivered site need
1097,2020-03-31,"Well, we're going to see all about that. Don't worry about our military. You know, you saw the military put up a hospital in three and a half days with 2,900 beds — with a lot of beds. Nobody has ever seen anything like it. And, by the way, that wasn't the only one. It wasn't just at Javits Center; it was at other locations. And now it's Louisiana, and now it's New Jersey, and now it's other places.",well going see worry military know saw military put hospital three half day two-thousand-nine-hundred bed lot bed nobody ever seen anything like way one javits center location louisiana new jersey place,well going see worry military know saw military put hospital three_half day two-thousand-nine-hundred_bed lot bed nobody ever seen anything like way one javits_center location louisiana new_jersey place
1098,2020-03-31,"One thing that I think is indisputable is, when I watched the Army Corps of Engineers and FEMA — working with them — but when I watched the Army Corps of Engineers throw up these hospitals — and they're complex. I mean, these are incredible buildings, essentially — tents and various things. But they did it in such a quick — such a short period of time.",one thing think indisputable watched army corp engineer fema working watched army corp engineer throw hospital complex mean incredible building essentially tent various thing quick short period time,one thing think indisputable watched army_corp_engineer_fema working watched army_corp_engineer throw hospital complex mean incredible building essentially tent various thing quick short_period_time
1099,2020-03-31,"And our military is ready like you haven't seen. And you know who the best — the best guests on the different shows are? We watch shows at night. And I think the best guests that I've seen in a long time are the military people, and they've never done it before. I've watched General Semonite, who I deal with a lot. I say, “General, you've got to give us two new hospitals in Louisiana.” “Yes, sir.” And the next morning, they're building them at 6 o'clock in the morning, and they're up in three days.",military ready like seen know best best guest different show watch show night think best guest seen long time military people never done watched general semonite deal lot say general got give two new hospital louisiana yes sir next morning building six clock morning three day,military ready like seen know best best guest different show watch show night think best guest seen long time military people never done watched general semonite deal lot say general got give two new hospital louisiana yes sir next morning building six clock morning three day
1100,2020-03-31,"I think they're the best — they're the best guests you have. I guess, I'm tired of the other guests, in all fairness.",think best best guest guess tired guest fairness,think best best guest guess tired guest fairness
1101,2020-03-31,"Yeah, I'm going to let them answer the question. But remember this — and again, I say it, and everybody says it. You know who it says it better than anybody, is Dr. Fauci.",yeah going let answer question remember say everybody say know say better anybody dr fauci,yeah going let answer question remember say everybody say know say better anybody dr_fauci
1102,2020-03-31,"I had a decision to make. Maybe it was my biggest decision. China was heavily infected, and thousands and thousands of people were coming from China to the United States. And against the wishes — not even wishes, but they disagreed with the decision — I made a decision to stop China from coming in.",decision make maybe biggest decision china heavily infected thousand thousand people coming china united state wish even wish disagreed decision made decision stop china coming,decision make maybe biggest decision china heavily_infected thousand thousand people coming china united_state wish even wish disagreed decision made decision stop china coming
1103,2020-03-31,"I took a lot of heat, even from China. They weren't exactly happy. I just made a trade deal — a big one: 250-billion-dollar trade deal — and I'm shortly thereafter saying you can't come into our country. That was a big decision. That was earlier than the date you're talking about. So that was a big decision.",took lot heat even china exactly happy made trade deal big one two-hundred-and-fifty billion dollar trade deal shortly thereafter saying come country big decision earlier date talking big decision,took lot heat even china exactly happy made trade deal big one two-hundred-and-fifty_billion dollar trade deal shortly thereafter saying come country big decision earlier date talking big decision
1104,2020-03-31,"That was probably — and, by the way, not because I did it; that was probably the biggest decision we made so far.",probably way probably biggest decision made far,probably way probably biggest decision made far
1105,2020-03-31,"But if you look at the one graph, the problem New York has is New York started late, but the other ones didn't start so late. And New York is also more complicated, because, you know, for obvious reasons, but it got a late start. But do you want to maybe answer those questions?",look one graph problem new york new york started late one start late new york also complicated know obvious reason got late start want maybe answer question,look one graph problem new_york new_york started late one start late new_york also complicated know obvious reason got late start want maybe answer question
1106,2020-03-31,"But I do think we were very early, but I also think that we were very smart because we stopped China. We had never done that before. You know, we had never closed our borders before, as I read — I read. I don't know, maybe that's not right.",think early also think smart stopped china never done know never closed border read read know maybe right,think early also think smart stopped china never done know never closed border read read know maybe right
1107,2020-03-31,"And Dr. Fauci had also said that was a — that was — I think it was maybe the biggest moment because we were stopping the source. We were stopping the infection. But we also stopped Europe very shortly thereafter. That was a big decision. That was not an easy decision, either. I stopped them a long time before people started stopping anyone. So we stopped China. We stopped Europe. We stopped all of Europe. And then ultimately, we stopped UK, Ireland.",dr fauci also said think maybe biggest moment stopping source stopping infection also stopped europe shortly thereafter big decision easy decision either stopped long time people started stopping anyone stopped china stopped europe stopped europe ultimately stopped uk ireland,dr_fauci also said think maybe biggest moment stopping source stopping infection also stopped europe shortly thereafter big decision easy decision either stopped long time people started stopping anyone stopped china stopped europe stopped europe ultimately stopped uk ireland
1108,2020-03-31,"You're talking about the chloroquine? Is that what you're talking about? In — specifically, per the last question?",talking chloroquine talking specifically per last question,talking chloroquine talking specifically per last question
1109,2020-03-31,"Yeah. No, there are trials going on. But there are also trials going on — we're trying them on people that are now sick. That's a very important — that's a very important trial, to me.",yeah trial going also trial going trying people sick important important trial,yeah trial going also trial going trying people sick important important trial
1110,2020-03-31,"Well, I don't like to think I did. I think I handled it very well, but I guess it probably did. I mean, I got impeached. I think, you know, I certainly devoted a little time to thinking about it, right?",well like think think handled well guess probably mean got impeached think know certainly devoted little time thinking right,well like think think handled well guess probably mean got impeached think know certainly devoted little time thinking right
1111,2020-03-31,"So, but think of it: It was a hoax. It was a total hoax. And when you think that I got impeached only because they had a majority in the House. They didn't get one — they didn't get one Republican vote — 196 to nothing. Not one Republican. It's nev- — I don't think it's ever happened. The Republicans stuck together and they stuck together in the Senate — 52 to a half. A half.",think hoax total hoax think got impeached majority house get one get one republican vote one-hundred-and-ninety-six nothing one republican nev think ever happened republican stuck together stuck together senate fifty-two half half,think hoax total hoax think got impeached majority house get one get one republican vote one-hundred-and-ninety-six nothing one republican nev think ever happened republican stuck together stuck together senate fifty-two half half
1112,2020-03-31,"So, you know, when you say that — yeah, I think it took a lot of — I see them going and saying about speed. Well, they probably illegally impeached me in the sense that, if you look at the FBI today — with what happened, the horrible things — nobody cares about that now because all they're thinking about is the virus, and that's okay with me.",know say yeah think took lot see going saying speed well probably illegally impeached sense look fbi today happened horrible thing nobody care thinking virus okay,know say yeah think took lot see going saying speed well probably illegally impeached sense look fbi today happened horrible thing nobody care thinking virus okay
1113,2020-03-31,But you look at the report that came out from IG Horowitz; it's disgraceful what went on. It's disgraceful. It's a total disgrace. They got caught in the act. But you know what? We won't talk about that now. Did it divert my attention? I think I'm getting A-pluses for the way I handled myself during a phony impeachment. Okay? It was a hoax.,look report came ig horowitz disgraceful went disgraceful total disgrace got caught act know talk divert attention think getting plus way handled phony impeachment okay hoax,look report came ig horowitz disgraceful went disgraceful total disgrace got caught act know talk divert attention think getting plus way handled phony impeachment okay hoax
1114,2020-03-31,"But certainly, I guess, I thought of it. And I think I probably acted — I don't think I would have done any better had I not been impeached. Okay? And I think that's a great tribute to something; maybe it's a tribute to me. But I don't think I would have acted any differently or I don't think I would have acted any faster.",certainly guess thought think probably acted think would done better impeached okay think great tribute something maybe tribute think would acted differently think would acted faster,certainly guess thought think probably acted think would done better impeached okay think great tribute something maybe tribute think would acted differently think would acted faster
1115,2020-03-31,"But the Democrats, their whole — their whole life, their whole being, their whole existence was to try and get me out of office any way they can, even if it was a phony deal. And it was a phony deal. And it turned out — and all you have to do is look today at the FBI reports. Take a look at what the FBI did. Take a look at the people",democrat whole whole life whole whole existence try get office way even phony deal phony deal turned look today fbi report take look fbi take look people,democrat whole whole life whole whole existence try get office way even phony deal phony deal turned look today fbi report take look fbi take look people
1116,2020-03-31," Take a look at Comey's report — 78 pages of total kill. Take a look at that. Take a look at the report on McCabe. Just read it and you'll see how horrible it was. And you know what? I don't think this country is going to take it, if you want to know the truth.",take look comey report seventy-eight page total kill take look take look report mccabe read see horrible know think country going take want know truth,take look comey report seventy-eight page total kill take look take look report mccabe read see horrible know think country going take want know truth
1117,2020-03-31,"Yeah. Well, I'll be speaking — I'm going to be spea- — in fact, he has a call in to me and we'll be speaking to — we'll be speaking to the governor and we'll be speaking to him soon.",yeah well speaking going spea fact call speaking speaking governor speaking soon,yeah well speaking going spea fact call speaking speaking governor speaking soon
1118,2020-03-31,"But there's a case — we have two ships. There are people that are sick on the ship. And we don't want to be — like, they're going to be ghost ships. You know, people turn those ships away.",case two ship people sick ship want like going ghost ship know people turn ship away,case two ship people sick ship want like going ghost ship know people turn ship away
1119,2020-03-31,"There was a ship, as you know, in a certain part of Asia, and, from port to port, nobody would take it. But in the meantime, you have people that are dying on the ship or at least very sick, but they're dying on the ship.",ship know certain part asia port port nobody would take meantime people dying ship least sick dying ship,ship know certain part asia port port nobody would take meantime people dying ship least sick dying ship
1120,2020-03-31,"So, I'm going to — I'm going to — you know, I'm going to do what's right, not only for us, but for humanity. I mean, these are two big ships and they have a lot of very sick people. And I'll be speaking to — I'll be speaking to the governor.",going going know going right humanity mean two big ship lot sick people speaking speaking governor,going going know going right humanity mean two big ship lot sick people speaking speaking governor
1121,2020-03-31,"Let's do just a couple of more back here. Yeah, go ahead please. We'll get — we'll get — go ahead please.",let couple back yeah go ahead please get get go ahead please,let couple back yeah go ahead please get get go ahead please
1122,2020-03-31,"Do you ever run out of questions, you people? It's the most unbelievable thing. You go through the room —",ever run question people unbelievable thing go room,ever run question people unbelievable thing go room
1123,2020-03-31,"But I have nothing else to do. So if you want us — I mean, if you want. Should we keep it going, John? I think so. Let's go.",nothing else want mean want keep going john think let go,nothing else want mean want keep going john think let go
1124,2020-03-31,"Well, he shouldn't be complaining because we gave him a lot of ventilators. And if you take a look at the chart — it's down — but I wish he got going a little bit sooner.",well complaining gave lot ventilator take look chart wish got going little bit sooner,well complaining gave lot ventilator take look chart wish got going little_bit sooner
1125,2020-03-31,"But we gave him a lot of ventilators. And you know what? He has a lot of ventilators. The problem is: With some people, no matter what you give, it's never enough. It's never enough. Like, they'll say, “How's Trump doing?” And you're a Democrat. Some of them said, “Really good.” I'll tell you, Gavin Newsom, from California — who is doing a good job, by the way — and others said, “Really good.”",gave lot ventilator know lot ventilator problem people matter give never enough never enough like say trump democrat said really good tell gavin newsom california good job way others said really good,gave lot ventilator know lot ventilator problem people matter give never enough never enough like say trump democrat said really good tell gavin_newsom california good job way others said really good
1126,2020-03-31,"But, you know, generally, your natural reflex — “How's Trump doing?” You ask that question to a Democrat. “Uh, well, uh, we don't like it.” “Oh, really? You don't like it?” We're getting very high marks. But I'm not doing this for marks; I'm doing this to save lives.",know generally natural reflex trump ask question democrat uh well uh like oh really like getting high mark mark save life,know generally natural reflex trump ask question democrat uh well uh like oh really like getting high mark mark save life
1127,2020-03-31,"Wait. When John saw the numbers and when Jim saw those numbers, they're shocking numbers. You know, you're talking about deaths. Even at the low end, you were shocked when you see 100- and 120,000 and 200,000 people over, potentially, a very short period of time.",wait john saw number jim saw number shocking number know talking death even low end shocked see one-hundred one-hundred-and-twenty-thousand two-hundred-thousand people potentially short period time,wait john saw number jim saw number shocking number know talking death even low end shocked see one-hundred one-hundred-and-twenty-thousand two-hundred-thousand people potentially short_period_time
1128,2020-03-31,I want to save lives. I'm not doing this for any other reason. I want to save lives.,want save life reason want save life,want save life reason want save life
1129,2020-03-31,"But the governor of New York has gotten, I think, maybe — probably has gotten more than anybody. He's gotten four hospitals. He's gotten four medical tents. He's gotten a ship, the likes of which nobody has ever seen before — other than Los Angeles, which has the twin.",governor new york gotten think maybe probably gotten anybody gotten four hospital gotten four medical tent gotten ship like nobody ever seen los angeles twin,governor new_york gotten think maybe probably gotten anybody gotten four hospital gotten four medical tent gotten ship like nobody ever seen los_angeles twin
