,date,text
1329,2020-04-05,"And also, other viruses, like the one in this outbreak — this is a very tough one. This is a tough one because it spreads so quickly, like nothing we've seen. It spreads so easily, so quickly."
1330,2020-04-05,"We're unleashing every tool in our nation's vast arsenal — economic, medal [sic] — medical. If you look, medical, and scientific, military. Homeland Security is working very, very hard with all of them in order to vanquish the virus."
1331,2020-04-05,"As you know, every level of government — state, local, and federal — is working nonstop to obtain more personal protective equipment for frontline workers. We're delivering vast orders of this material. I'm going to ask a couple of the people here to join me that both make it and deliver it."
1332,2020-04-05,"Joining us today are the leaders of America's largest distributors of pharmaceuticals and medical equipment, including McKesson, Cardinal Health, Henry Schein, Owens &amp; Minor, Medline, FedEx, and UPS. We just concluded a very productive meeting about ways to keep our supply chains and delivery systems moving at top speed."
1333,2020-04-05,"And maybe I'd like to just ask for a couple of minutes for Mike Kaufmann to come up, and maybe Ed Pesicka. Mike is with Cardinal and Ed is Owen &amp; Minor."
1334,2020-04-05,"But I — and I appreciate. And if anybody else has anything, please come up. But if you could come up, Mike, for a second and, Ed, for a second. Just, if you could maybe say what you told me before when we had the meeting. Thank you."
1335,2020-04-05,Thank you very much.
1336,2020-04-05,Appreciate it. Please.
1337,2020-04-05,Thank you very much.
1338,2020-04-05,"And I bring that up because when we discussed, back in a room — we were in a conference room — a very nice one, actually; it's called the Cabinet Room — that statement was made that they've been delivering for years, 10- to 20,000 masks. Okay, it's a New York hospital. Very — it's packed all the time. How do you go from 10 to 20, to 300,000? 10- to 20,000 masks to 300,000?"
1339,2020-04-05,"Even though this is different, something is going on, and you ought to look into it as reporters. Where are the masks going? Are they going out the back door? How do you go from 10,000 to 300,000? And we have that in a lot of different places. So, somebody should probably look into that, because I just don't see, from a practical standpoint, how that's possible to go from that to that. And we have that happening in numerous places — not to that extent; that was the highest number I've heard. That's the highest number you've seen, I would imagine, right?"
1340,2020-04-05,"But this man makes them and delivers them to a lot of hospitals. He knows the system better than anybody. And I think you were more surprised than I was when you saw that number. So thank you very much. I hope I didn't get any of your clients in trouble, but it could be that they are in trouble. So they have to look at that in New York."
1341,2020-04-05,Thank you very much. Great job you're doing.
1342,2020-04-05,Please. Thank you very much.
1343,2020-04-05,Thank you very much. Great job. Please.
1344,2020-04-05,Great job. Yeah.
1345,2020-04-05,Fantastic job.
1346,2020-04-05,"Anybody else, if you want? Yes, please. You're doing such a great job, we have to —"
1347,2020-04-05,— have everybody if they want.
1348,2020-04-05,Thank you. Thank you.
1349,2020-04-05,"So thank you all very much and for the great job you're doing. It's really incredible, frankly. Many of the states are stocked up. Some of them don't admit it, but they have — we have sent just so much — so many things to them and — including ventilators."
1350,2020-04-05,"You know, there's a question as to hoarding of ventilators. Some hospitals and independent hospitals — and some hospital chains, as we call them — they are holding ventilators; they don't want to let them up. We need them for certain areas where there's big problems. We can't hold them if they think there might be a problem weeks down the road."
1351,2020-04-05,"So we've delivered a lot, and this group has been really fantastic. We want to thank you. And UPS and FedEx, in particular, you've gone absolutely out of your way, so we appreciate everything you've done and delivered."
1352,2020-04-05,The federal government continues to mobilize every resource to make sure our frontline doctors and nurses have the equipment needed to save American lives.
1353,2020-04-05,"Yesterday, I visited Naval Station Norfolk as the USNS Comfort departed from New York three weeks ahead of schedule, fully loaded with 12 operating rooms, 1,000 hospital beds, and hundreds of the best doctors, nurses, and medical professionals anywhere in the United States Navy — anywhere, frankly, in the United States. It was an incredible thing to see. Mostly you saw that on television as it was leaving. It left literally three weeks early. It was under maintenance, and they got the maintenance done very quickly. They work round the clock as many of the people have. And it was a great sight."
1354,2020-04-05,"Additionally, two of the country's largest health insurers, Humana and Cigna, are announcing that they will waive co-pays — which is a big deal for anybody that understands insurance; they don't waive co-pays too easily, but we've asked them to do it and they've done it — coinsurance and deductibles for the coronavirus treatments to help ease the financial burden on American families during this pandemic. So they're waiving co -pays, coinsurance, and deductibles. Nobody has — I don't think anyone has heard of that one. Have you heard of that one before? I haven't heard. I want to thank them. Great companies."
1355,2020-04-05,"Today I spoke with Wolfgang Puck. Wolfgang Puck is a great restauranteur, as you know, as is Jean-Georges and Thomas Keller and Daniel Boulud, and other leaders in the restaurant business, which has been probably one of the hardest-hit industries. I've directed my staff to use any and all authority available to give restaurants, bars, clubs incentives to stay open. You're going to lose all these restaurants and they're not going to make it back. They have to get going."
1356,2020-04-05,"So what I'm doing is I'm going to tell Secretary Mnuchin and also our great Secretary of Labor, who you know very well, to immediately start looking into the restoring of the deductibility of meals and entertainment costs for corporations that set the restaurant business back a lot when it was done originally, and then done not so long ago."
1357,2020-04-05,"And we're going to go to deductibility so that companies can send people to restaurants. I think it'll have a tremendous impact and maybe keep them open. I mean, don't forget, some are closing right now, despite the fact that they could be open in the not-too-distant future, and we expect that. But there are some that aren't going to be able to get open, and we want to make sure they do."
1358,2020-04-05,So we're going to look at the restoration — restoring the deductibility of meals and entertainment costs for corporations so that corporations can send people to restaurants and take a deduction on it like they did in the old days. That was when restaurants were doing really well.
1359,2020-04-05,"The financial relief bill I signed on Friday provided historic relief for American workers and small businesses, and it includes $350 billion in job restoration and retention. So if you look at job retention loans for small businesses, that's a big deal, with loan forgiveness available for businesses that continue paying the worker. So it's $350 billion — job retention loans for small businesses with loan forgiveness available for businesses that continue paying workers. I mean, how about that?"
1360,2020-04-05,"Three hundred billion dollars in direct cash payments are being sent to every American citizen earning less than $99,000 per year; $3,400 for the typical family of four. So they'll be getting a check for $3,400 for the typical family of four."
1361,2020-04-05,"Approximately $250 billion in expanded unemployment benefits. Under this plan, the average worker who has lost his or her job will receive 100 percent of their salary for up to four full months. The bill provides for these unemployment checks to be delivered through the existing state unemployment systems, not us. State."
1362,2020-04-05,"And I was opposed to this method because many of the states have very antiquated computer systems that are 45 years old, and they're not prepared to handle this kind of distribution, this kind of money coming in so quickly. They're not set up for that. And I didn't want to do it but our opponents wanted it, so we did it. And if they don't get their money fast, I'm going to ask that we convene the federal government — that we come back to Congress and we'll do something where we take care of it, because we can take care of it very easily and quickly — and I said that."
1363,2020-04-05,"But a lot of these systems, they're so old and so antiquated at the state level that they're going to — they have the money, and they're going to get the money very quickly, but they're not going to be able to distribute it. So remember what I said, and we will, if we have to, call Congress back or find some other way of delivery of the money."
1364,2020-04-05,"Throughout this great national struggle, the American people have embodied the unrivaled patriotism and willpower that has led America to conquer every challenge — every single one in our nation's history. More than 90 percent of Americans say they're staying home as much as possible, putting their lives, their careers, their educations, and their dreams on hold out of devotion to their fellow citizens and to their country. Social distancing: That's the way you win."
1365,2020-04-05,"These shared sacrifices are pulling our nation together like never before. Family bonds are strengthening. Neighbors are looking after neighbors. It's incredible. I'm seeing, you're seeing, everybody is seeing what's happening. Communities are rallying for the cause, and all divisions are fading away."
1366,2020-04-05,"The Americans of every background are uniting to help our nation in this hour of need. It's up to 151 countries. So when we say “our nation” — our nation and the world, when you think. Think of it: 151 countries. Somebody said to me today that wasn't in this particular world — they didn't know that we had that many countries. A hundred and fifty-one countries. That's something."
1367,2020-04-05,"And some are struggling at a level that nobody would have believed possible. If you look at Italy, if you look at — France is having big problems. Spain is having incredible problems. Something we did very well is, when we stopped the inflow from China at a very early level, that was a good thing to do, a great thing to do. We would have had thousands and thousands of more deaths. And we also stopped the inflow from Europe at a very early level. But those things were very important, especially the initial one, because we had never done anything like it, where we closed our borders to a country like that."
1368,2020-04-05,"The modeling put together by Dr. Birx and Dr. Fauci and our other top healthcare ex- — I mean, we have — and these people are amazing — the healthcare experts who, in this country, are the best in the world. They demonstrate that the mitigation measures we are putting in place may significantly reduce the number of new infections and, ultimately, the number of fatalities."
1369,2020-04-05,"I want the American people to know that your selfless, inspiring, and valiant efforts are saving countless lives. You're making the difference. The modeling estimates that the peak in death rate is likely to hit in two weeks. So, I'll say it again: The peak, the highest point of death rates — remember this — is likely to hit in two weeks. Nothing would be worse than declaring victory before the victory is won. That would be the greatest loss of all."
1370,2020-04-05,"Therefore, the next two weeks, and during this period, it's very important that everyone strongly follow the guidelines. Have to follow the guidelines that our great Vice President holds up a lot. He's holding that up a lot. He believes in it so strongly. The better you do, the faster this whole nightmare will end."
1371,2020-04-05,"Therefore, we will be extending our guidelines to April 30th to slow the spread. On Tuesday, we will be finalizing these plans and providing a summary of our findings, supporting data, and strategy to the American people. So we'll be having lots of meetings in between, but we'll be having a very important statement made on Tuesday — probably Tuesday evening — on all of the findings, all of the data, and the reasons we're doing things the way we're doing them."
1372,2020-04-05,"We can expect that, by June 1st, we will be well on our way to recovery. We think, by June 1st, a lot of great things will be happening."
1373,2020-04-05,"I want every citizen in our country to take heart and confidence in the fact that we have the best medical minds in the world tackling this disease. We have the best science, the best researchers, and the best talent anywhere working night and day to protect your family and loved ones and to overcome this pandemic."
1374,2020-04-05,"With the grace of God, we are rising to the occasion. We are proving that no darkness can overshadow the eternal light of American courage. We will win. And when we do, we will rebound with astonishing force and speed. We will be stronger than ever, and we will have learned so much, where something like this can never hurt us to the extent it has — and the world — again."
1375,2020-04-05,"In our present crisis, the strength of our people is our single most important asset, and together we will defeat this invisible curse — this is invisible enemy — and rise to incredible new heights."
1376,2020-04-05,So I just want to thank you all for being here. And we'll take some questions if you'd like.
1377,2020-04-05,"Yeah, please. Kelly."
1378,2020-04-05,"No, I want the people of New York to check — Governor Cuomo, Mayor de Blasio — that when a hospital that's getting 10,000 masks goes to 300,000 masks during the same period — and that's a rapid period — I would like them to check that. Because I hear stories like that all the time. You know, we're develop- — we're delivering millions and millions of different products and all we do is hear that, “Can you get some more?” But when you hear that — and I heard that from one of the great companies of the world at doing this — it's a client. And they're going from — you heard it — 10,000, 20,000, tops, to 300,000. And that's a hospital that's always full."
1379,2020-04-05,"So I think people should check that because there's something going on, whether — it's not — I don't think it's hoarding; I think it's maybe worse than hoarding. But check it out. Check it out."
1380,2020-04-05,I don't know. I don't know. I think that's for other people to figure out. But you don't go from numbers like that.
1381,2020-04-05,"Now, other equipment likewise, because we're delivering a lot of ventilators, we're deve- — and we're building. By the way, we're building and buying, and we have a lot of ventilators that we're going to be sending out very soon. We also have, right now, in the stockpile, almost 10,000 ventilators that we have to hold in case of emergency."
1382,2020-04-05,"We don't want them going out and then Louisiana has a tremendous problem, which we now know they do. You know, all of a sudden, it came very quickly. It came — I mean, Louisiana was doing so fantastically well. Then, all of a sudden, there was a big rash of cases."
1383,2020-04-05,"So, we have to be prepared to move the ventilators. They're very important pieces of equipment. They're very expensive and they're very complex. They're very — it's like building a car. You know, these are expensive, complicated — very complicated pieces of equipment. So we now have 10,000."
1384,2020-04-05,"And we inherited a system which was broken. Just like — I'll never forget the day when a general came and said, “Sir” — my first week in office — “we have no ammunition.” That was in the military. We've now rebuilt our military stronger than it's ever been. And we have so much ammunition. You wouldn't believe it, how much ammunition we have."
1385,2020-04-05,"But the same thing here. We had — we had a stockpile that was deficient. We had testing that was no good. We had a testing situation that just wasn't right. It was okay for very small cases, but it was obsolete and it was broken, and it was only good for a very small situation."
1386,2020-04-05,"But what I'd like to do is I'd like to ask Dr. Fauci to come forward and discuss the number, because I think the number — I think the number is going to be a very different number than the numbers that you talked about."
1387,2020-04-05,"Please, Doctor, you might talk about that."
1388,2020-04-05,"Deborah, please. Would you — can you explain the 2.2 million, if we did nothing?"
1389,2020-04-05,Because a lot of people would like to know that.
1390,2020-04-05,"I just want to reiterate, because a lot of people have been asking, “Well, what would have happened if we did nothing? Did nothing — we just rode it out.” And I've been asking that question to Tony and Deborah, and they've been talking to me about it for a long time. Other people have been asking that question. And I think we got our most accurate study today, or certainly most comprehensive."
1391,2020-04-05,"Think of the number: 2.2 — potentially 2.2 million people if we did nothing. If we didn't do the distancing, if we didn't do all of the things that we're doing. And when you hear those numbers, you start to realize that with the kind of work we went through last week, with the $2.2 trillion, it no longer sounds like a lot, right?"
1392,2020-04-05,"So you're talking about — when I heard the number today — first time I've heard that number, because I've been asking the same question that some people have been asking — I felt even better about what we did last week with the $2.2 trillion, because you're talking about a potential of up to 2.2 million. And some people said it could even be higher than that. So you're talking about 2.2. million deaths — 2.2 million people from this."
1393,2020-04-05,"And so, if we can hold that down, as we're saying, to 100,000 — that's a horrible number — maybe even less, but to 100,000; so we have between 100- and 200,000 — we all, together, have done a very good job. But 2.2, up to 2.2 million deaths and maybe even beyond that. I'm feeling very good about what we did last week."
1394,2020-04-05,"Yes, please. Go ahead, please."
1395,2020-04-05,No.
1396,2020-04-05,"It was just an aspiration. We actually will be hitting, potentially — and this was with our meeting before — on Easter, we probably — they — well, that could be a peak. That could be a peak period. That could be the peak. Sadly to say, that could be the peak number of deaths before it starts coming down."
1397,2020-04-05,"No, that was aspirational. We had a — an aspiration of Easter. But when you hear these kind of numbers and you hear the potential travesty, we don't want to do anything where — you know, we don't want to have a spike up. We don't want to do it soon, and then all of a sudden you go down — you're coming down and then you start going up again. Because we discussed that can happen, and we don't want that to happen. We've gone through too much."
1398,2020-04-05,"So that was an aspirational number. I didn't say “Easter.” I said, “It would be a great thing, if we could do it by Easter.” And we know much more now that we knew two, three weeks ago. Easter should be the peak number, and it should start coming down, and hopefully very substantially from that point."
1399,2020-04-05,Okay? Thank you.
1400,2020-04-05,Please. OAN.
1401,2020-04-05,Yes.
1402,2020-04-05,"Well, I don't know. I know that — boy, that's a nice question. Thank you very much."
1403,2020-04-05,"Yeah, I don't want high approval ratings for this. I wish we could have our old life back. We had the greatest economy that we've ever had, and we didn't have death. We didn't have this. We didn't have this horrible scourge, this plague — you can call it whatever you want. The virus. But we're working very hard. That's all I know."
1404,2020-04-05,"You know, I see things — I see numbers. They don't matter to me. What matters to me is that we have a victory over this thing as soon as possible."
1405,2020-04-05,"When you hear that 2.2 million people could have died if we didn't go through all of this, and now the number will be, you know, a much lower number. Hopefully, it's going to be the numbers that we're talking about."
1406,2020-04-05,"But — so I appreciate it very much. But, you know, what I want is I want our life back again. I want our country back. I want the world back. I want the world to get rid of this."
1407,2020-04-05,"This — again, 151 countries. And we're going to do it. We're going to have a great victory. We're going to have a great victory."
1408,2020-04-05,"Go ahead, please."
1409,2020-04-05,"Well, that's what they said. I told you what they're going to take."
1410,2020-04-05,"Co-pays in particular, that's a big deal. Insurance companies don't do that, and I appreciate it. Humana and Cigna, they should be getting a lot of credit for that."
1411,2020-04-05,"I don't know. Well, those two are getting a lot of credit right now for it. And they should, because it's something that — it's a lot of money they're waiving. And so we thank them."
1412,2020-04-05,Will there be other companies? I wouldn't be surprised. There's great —
1413,2020-04-05,"There's great spirit. I'll tell you what — yeah, I'd love to have them do it. Let them waive those co-pays. There's a great spirit in this country right now."
1414,2020-04-05,"I mean, I know insurance companies better than anybody. They just don't do that. But now there's a spirit like I have not seen. I have never seen anything like it."
1415,2020-04-05,"I mean, even the media is much more fair. I wouldn't say all of it, but that's okay. They should be fair because they should want this to end. This is — this is about death."
1416,2020-04-05,So I want to thank Cigna and Humana. Thank you.
1417,2020-04-05,"They haven't asked for reimbursement, so I assume they're not. They said they're going to waive them. Waiving them doesn't mean we're going to waive them and get reimbursed. No."
1418,2020-04-05,"Well, they're going to be getting the money. I will tell you, I think landlords are going to take it easy. We may put out a statement on that. I think a lot of people that are owed money are going to take it easy. They don't, sort of, have a choice. But a lot of concessions are made, just like the insurance companies. A lot of concessions are being made that wouldn't have even been thought of three weeks ago. Not even thought of."
1419,2020-04-05,"So, a lot of really positive things are happening."
1420,2020-04-05,"Please, behind you."
1421,2020-04-05,"I didn't do that at all. Read the statement. Read the statement. Read what I said. I said we're going to look into “possibly quarantine.” I didn't say we're “going to quarantine.” I looked at it as a possibility, because a lot of our professionals suggested quarantine. I said we're going to look at it. We then looked at it. You see?"
1422,2020-04-05,"Who are you with? Bloomberg, right? I can't imagine that."
1423,2020-04-05,"Let me just tell you, I didn't threaten it. I don't go around threatening. What happened is, people — professionals, very good professionals — love the idea of doing that, because that's sort of the ultimate in distancing. You can't do — they didn't want New Yorkers, where they're having a problem, necessarily going down to Florida where they have less of a problem."
1424,2020-04-05,"So the concept of quarantine was thrown out to me. Really, would love to do it — they would love to do it. And I thought it was too much to do, because the people are doing a great job with it. Also, it's very hard to enforce."
1425,2020-04-05,"Okay, please."
1426,2020-04-05,"No, I think we made people aware to stay in your houses and do good. Now we did an advisory. It's a strong advisor. The governors are running the advisory — the three governors: New York, New Jersey, Connecticut. And I think we did a great thing."
1427,2020-04-05,"But all I did yesterday, as you know, and you can see it. You can read it. You can read. And you can see very simply that I said that, “We are looking into it.” And then before the end of the evening, substantially, we decided to go with the advisory, which frankly, I liked better from the beginning."
1428,2020-04-05,Go ahead.
1429,2020-04-05,I didn't say that.
1430,2020-04-05,I didn't say that.
1431,2020-04-05,I didn't say — come on. Come on.
1432,2020-04-05,"You know, why don't — why don't you people act — let me ask you: Why don't you act —"
1433,2020-04-05,Why don't you act in a little more positive? It's always trying to “get you.”
1434,2020-04-05,“Get you. Get you.” And you know what? That's why nobody trusts the media anymore. That's why people —
1435,2020-04-05,"Excuse me. You didn't hear me. That's why you used to work for the Times and now you work for somebody else. Look, let me tell you something: Be nice. Don't be threatening."
1436,2020-04-05,Don't be threating. Be nice.
1437,2020-04-05,Go ahead.
1438,2020-04-05,It's not going to impact.
1439,2020-04-05,"We're producing tremendous numbers of ventilators. We're doing a great job on it. Mike Pence, our Vice President, has headed up the task force, which has been incredible, the job they've done. We have everybody in the White House working on it. We have — everybody in the country is working on this in one way or the other."
1440,2020-04-05,"The fact is, we've done a great job of delivering. You've seen the biggest people in the business — I mean, there's nobody even close to this group of people. We had a meeting at 3 o'clock. It lasted for a long time. It was a great meeting with the generals and with everybody else. And they have done a fantastic job."
1441,2020-04-05,"I'm just saying this: If they're holding — let me give you one example. We sent thousands of generators to New York. They were put into a warehouse — a New York warehouse — that happened to be located, interestingly, in Edison, New Jersey. They were given to New York, and we then went to other places, also giving thousands of ventilators. The people in New York never distributed the generators. We said, “Why didn't you distribute them?” Now, you have to understand, they have New York people working in those warehouses. I knew they had them. So we said, “Why didn't you distribute them?” I'm — I hope they've distributed them now. But maybe they didn't need them so badly."
1442,2020-04-05,"But just so you know, we're all — you, me, everybody — we're all on the same team. You know, when — when journalists get up — and you're a journalist, a fine journalist —"
1443,2020-04-05,— when journalists get up and ask questions that are so threatening — we're all on the same team.
1444,2020-04-05,"Take a look at my interview. What I want to do is, if there is something wrong, we have to get to the bottom of it. When I hear facemasks go from 10,000 to 300,000, and they constantly need more, and the biggest man in the business is, like, shocked — he knows all about the virus, by the way; he's not surprised by that. He knows all about it. He shouldn't be surprised. He should say, “Well, that's standard,” because this is, really, a very tough disease. This is, really, a very tough virus to handle."
1445,2020-04-05,"Okay. Please, go ahead."
1446,2020-04-05,Go ahead.
1447,2020-04-05,That's — that's enough. Thank you very much.
1448,2020-04-05,Please. Please.
1449,2020-04-05,That's enough.
1450,2020-04-05,"That's enough. That's not fair to your other reporters. It's not fair. You had a long time, a long question."
1451,2020-04-05,"It's — if we have time, I'll get back to you for your second question. Is that okay?"
1452,2020-04-05,All right. Thank you. I appreciate it.
1453,2020-04-05,"Well, we don't know that, but we think the peak will hit."
1454,2020-04-05,"Right, that is —"
1455,2020-04-05,Our two doctors here.
1456,2020-04-05,"Well, I can. I think I'll ask Doctor and Doctor. Maybe you could both come up and give your opinion on that, because that's really —"
1457,2020-04-05,Okay. Please.
1458,2020-04-05,Thank you.
1459,2020-04-05,Just — just to finish with —
1460,2020-04-05,"So — so what both were saying, and what Dr. Fauci just brought up, we don't want to do well and then end a little bit early and have it start going up again, because that would be a disaster."
1461,2020-04-05,"Go ahead, please."
1462,2020-04-05,Yes.
1463,2020-04-05,Yes.
1464,2020-04-05,"Yes, we are."
1465,2020-04-05,"In fact, I met last night with our people. We're sending them a lot of different things that we're not needing, because we're obviously in need of a lot also. And we're also helping them monetarily. We are helping Italy a lot. We're working very closely with Italy. And we're working closely with Spain too, which is really hit hard."
1466,2020-04-05,"And we're — we're working with everybody. I spoke with Angela Merkel the other day; Germany is hit hard. Their mortality rate is different, I think, because they do more testing. But their mortality rate is much different. Italy's mortality rate is very high, so is Spain. But we're working very closely with them."
1467,2020-04-05,"Yes, we had a big meeting on it last night."
1468,2020-04-05,"Admiral Giroir, would you please come up and just talk a little bit about the tremendous success that's been made on testing from where we started? Thank you."
1469,2020-04-05,"Thank you, Admiral, very much."
1470,2020-04-05,"Yeah, please go ahead."
1471,2020-04-05,"Well, I don't have to tell you because those companies have come into line. They're doing a great job. They're working very hard 24 hours, around the clock."
1472,2020-04-05,"So I don't want to give their names now because they are — they've been great. They've come into line. And, by the way, General Motors is doing a fantastic job. I don't think we have to worry about General Motors now. They've really — they've really done a job."
1473,2020-04-05,"And what the Admiral said also — I think we can add this, Admiral: The reason we show more cases than anybody else in the world is we're doing more testing than anybody else in the world. So we have more cases because we're doing far more testing than anybody in the world."
1474,2020-04-05,"And remember, we started with a system that was broken. For many years, it was broken. And I'm not blaming the last administration. I'm saying other administrations. And our pipeline had very little in it. Just like we had no ammunition, we had very little medical; we had very little in our pipeline. Now we have ammunition — more than hopefully we'll ever need. And we also have a pipeline that's packed."
1475,2020-04-05,"And now we have those 10,000 ventilators that we can use because you need some quickly. I mean, this goes quickly from place to place. I'd love to give them all out right now. But we need them quickly. I don't want to give them out and then we have to take them back and move them someplace else. So we're very much prepared."
1476,2020-04-05,Please.
1477,2020-04-05,"Well, I think you're going to find that most — almost all states — look, I was on the call yesterday with the governors, and they were happy with the job we're doing. And I'll tell you what: If you had a different administration, they would not have been happy. These are people that speak their mind. They were happy. It was falsely reported by a couple of people that, “Oh, gee, they weren't” — they were happy. They were thrilled."
1478,2020-04-05,"Florida has been taken care of and Michigan has been taken care of — a very important state. To me, it's very important because I'm so proud of what we've done, bringing car companies back into Michigan. And we're now dealing with the governor, and I think, Mike, I can say that a lot of good things are happening in Michigan. Massachusetts — we're dealing with the governor very strongly and we're trying to get things to Massachusetts as rapidly as possible."
1479,2020-04-05,"Well, Florida — look, they're very aggressive in trying to get things, and they're doing a very good job. But I think — I think I can say all of the governors are very committed. We're very committed. We're working together. And we're getting things out at a level that nobody has ever seen before. We can — you can speak to FedEx, you can speak to UPS. You can speak — they've never done anything like this, what they're doing right now. And nobody in the world has been able to match what these great companies have been able to do."
1480,2020-04-05,"If we left that to government, it would have been a tough thing. We have mobilized private enterprise. We have mobilized the greatest companies in the world. And what's happening is incredible, and that includes Abbott, where Abbott comes out and, all of a sudden, out of nowhere comes up with this incredible test that simplifies everything and makes it so easy."
1481,2020-04-05,"So I think you're going to find most states are very happy. I'm dealing with the Governor of Louisiana, John Bel Edwards. He's a Democrat — if that's what you're getting at. But I'm dealing with him very successfully. I think he's very happy. I think he's actually amazed at what he's been able to get. In fact, we were even forward thinking. I suggested we send additional ventilators and other things."
1482,2020-04-05,"We're building a hospital in Louisiana, very importantly. We're building hospitals in New Jersey. Governor Murphy of New Jersey is a terrific guy and, frankly, he wants — you know, he's got a pretty hot spot right there, right next to New York. And we're doing hospitals. We're doing ventilators. We're getting a lot to Governor Murphy; that's New Jersey."
1483,2020-04-05,"Last night, I spoke to the governor of — last night, I spoke to the governor of Connecticut. We had a great talk with him. We are really doing a job."
1484,2020-04-05,"Look, Gavin Newsom, the governor of California, he's been — he's been terrific. We sent him a boat way ahead of schedule — the ship — way ahead of schedule — a hospital ship, the Mercy, with 1,000 beds, operating rooms. And it's — it's been in L.A. for three days already."
1485,2020-04-05,"So I think they're really happy. And when you think about it, in New York, we built 2,900 hospital rooms, beds. Nobody has ever seen it before. The governor has never seen anything like that before. This was done by federal government, not by state government. This was done by the federal government. They're opening it tomorrow."
1486,2020-04-05,"I wanted to be there so badly but Secret Service and all of the people involved won't let me. They won't let me. I would love to be there, but they won't love me, for obvious reasons. But I would have loved to have been at the opening tomorrow of the hospital in New York, Javits Center — at Javits Center."
1487,2020-04-05,"But we're very proud of the job we've done. We've mobilized and getting better and better every day. And the task force, headed by your Vice President, the job they've done. And they don't even sleep."
1488,2020-04-05,"Okay, any other question?"
1489,2020-04-05,Yeah.
1490,2020-04-05,Sure. Yeah.
1491,2020-04-05,Yeah. We're ranking counties and we're ranking states. And a lot of people put out false information because they don't know what they're talking about.
1492,2020-04-05,"And we took over a dead, barren system. We took over a system that was obsolete. It was — it was good for a tiny, little sample of people. It was — and even that didn't work, because when CDC first looked at their test, the biggest problem they had is the test didn't work. That wasn't from us. That's been there a long time. Now we have the best tests in the world. And nobody has — now they're all calling: “Can we get the quick test?” We call it the “quick test,” where, by the way, probably more accurate and it takes a few minutes. I mean, it's pretty amazing what we've done."
1493,2020-04-05,"No, we're getting — we're getting along great with the governors."
1494,2020-04-05,"Yeah, go ahead. Please."
1495,2020-04-05,"No, go ahead. Please."
1496,2020-04-05,"Yeah, thank you."
1497,2020-04-05,"Well, we hope not. But we think it's going to — you know, we have aspirational thoughts. We would have loved to have been a little bit sooner, but we have to do it right. We could have done it. We could have done it on Easter, but there was a good chance that if it's coming down or if it's still going up — maybe it's going to be coming down by then. But we just felt it was too soon."
1498,2020-04-05,"We can't take a chance. You know, again, because of what we've done and because of the fact that we've stopped the flow from China so early — because the question is, from a lot of my friends, “Why didn't we just wing it? Why didn't we just wing it?” And I kept asking, and we did models now. Finally, we got these models in. And you hear about the 2.2 million people would have died. I don't mean we would have had 2.2 million cases. These are 2.2 million people who would have died. 2.2 million people."
1499,2020-04-05,"Look, we're going to have a meeting or speech or press conference or something on Tuesday. I thought what I'd — I was going to announce the end of April on Tuesday, but I said let's do it now because somewhere along the line it's going to leak. We might as well just do it now and get rid of all the leaks. This way it did it nice and clean."
1500,2020-04-05,"But we have to really do a great job for another couple of weeks. And I think we're going to be in great shape. And we're going to be in a position, even with what we're trying to do with restaurants, with deductibility — we have to get these restaurants back in. We have to get our businesses open. We have to get the planes flying. We have to get everything going. We have to get even the cruise ships. I mean, we have to get those cruise ships moving along. We had the greatest economy in the history of the world, three weeks ago, and now we've said, “Please don't work anymore.” We're actually paying people not to work. Nobody has ever heard that. That's not for us. People want to work."
1501,2020-04-05,"But at the same time — and I'm so glad that Dr. Fauci and Dr. Birx gave us a number. And the number on the outside — and maybe it's not even on the outside; we don't know — is 2.2 million people would have died if we didn't do what we're doing. And now we're looking at numbers that are going to be much, much, much lower than that. And it makes everything we're doing feel much better to me."
1502,2020-04-05,"Please, go ahead."
1503,2020-04-05,That would be fine. Finish it. Go ahead.
1504,2020-04-05,I was going to call on you next. You know that.
1505,2020-04-05,"Well, I could ask Dr. Fauci to come up, but it's common sense. You're going to have massive depression, meaning mental depression. You're going to have depression in the economy also. But you're going to have mental depression for people. You're going to have large numbers of suicides. Take a look at what happens in a really horrible recession, or worse."
1506,2020-04-05,"So you're going to have tremendous suicides, but you know what you're going to have more than anything else? Drug addiction. You will see drugs being used like nobody has ever used them before. And people are going to be dying all over the place from drug addiction, because you would have people that had a wonderful job at a restaurant, or even owned a restaurant."
1507,2020-04-05,"I spoke to great people today that have done a great job. And one day, at the top of their business, they're celebrity chefs, they've got the most successful restaurants, and in one day they have nothing. They've gotten wiped out. One day, from our enemy: this invisible, horrible scourge."
1508,2020-04-05,"So when you ask me that, it's — it's so easy to figure that. I mean, massive drug use, massive depression — mental depression, massive numbers of suicide. Anxiety causes, you know, disease, they say. A lot of people — you're going to have tremendous."
1509,2020-04-05,"And hopefully we're not going to have that, because hopefully, by what we're doing, we get the best of both worlds. We don't have 2.2 million deaths. We have a number that's much less — much, much less. And at the same time, we get our country running again."
1510,2020-04-05,Please. Thank you very much.
1511,2020-04-05,"You were next. He was very nice in doing it, though, nevertheless. Go ahead."
1512,2020-04-05,Which is unusual for CNN.
